--------- beginning of system
I/Vold    (  247): Vold 2.1 (the revenge) firing up
D/Vold    (  247): Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc0 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume usbotg state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc0 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
I/Cryptfs (  247): Check if PFE is activated on Boot
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=270
I/WindowManager( 1971): Ignoring HOME; apptoken is Token{2ccc9a50 ActivityRecord{1ea7f813 u0 com.wangpos.datastructure/.java.JavaThreadPrincipleActivity t13}}
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=268
I/USThreadPool( 5980): Thread-id=272
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=270
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=269
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
I/USThreadPool( 5980): Thread-id=271
